author,comment,likes,is_reply
@bapakaing-RI.1,Sufmi dancuk ....😂😂😢😢🎉 Otak dng hati nyambung😂🎉🎉,0,False
@agunggumelar9384,emang goblok sih. ppatk,0,False
@srihandayaniani2491,Agen judol menyesatkan Rakyat.Aneh PPATK kok jadi ngak waras kasihan Rakyat yang nabung bertahun-tahun kok diblokir ngk mungkin PPATK tidak mampu ngecek data pekerjaan. Yang miskin kian terpuruk jauh dari kesejahteraan,0,False
@yudimanalu6788,Bitcoin,0,False
@gyzdenocture,"Gw ngiranya modus doang, blokir blokir, ntar dalam jangka waktu tertentu gak ada yg komplain, uangnya diambil pemerintah.
karena mereka lagi butuh dana",0,False
@mooddesign9417,cek kekayaan pimpinan PPATK yang sekarang.,36,False
@YohanisFaomnasi,"Naik bang ,dan saya setuju deangan anggota  dpr Benny k harman  rapat 1 tahun lalu .bingun jawabnya kepal poltak",1,True
@bintanggaluh9,"Di dalam ppatk ini di isi sama rampok.
Judi online,game online,pinjol di saat jokowi jadi persiden.",0,False
@ArshaChannel108,"Pemain judol itu isinya orang2 tolol yg ga punya otak normal.
Udah dikasih tau lu main judol ga akan pernah bisa menang, ga ada judol yg murni judi tapi itu setingan mau main kayak apapun lu pasti kalah.
Kalaupun dikasih menang itu cuma biar lu ketagihan habis lu ketagihan lu akan main terus sampe lu bunuh diri kayak tetangga desa gue",0,False
@fathurwati8498,Prabowo gak berani sama judi online. Malah rekening rakyat yang di bekukan. Basmi judol ya sikat bandar nya. Bukan Rakyat kecil yang di sikat. Katanya jenderal bintang 4 kok berani nya cuma ke Rakyat. Ke Bandar judil gak berani,0,False
@imamalgazali1137,"pengen keliatan kerja, malah GOBLOK",0,False
@sulissetiyowati888,"Kalau kita butuh uang ,minta ppatk aja 😂",0,False
@kurororyodan,"ngeliat berita ini saya jadi merasa aneh nih bang, beberapa bank keliling ke tempat ojol nongkrong/kumpul buat mendaftar untuk membuka rekening secara online dengan diberi minyak sebagai imbalannya jika berhasil daftar
untuk apa apa bank melakukan seperti itu ya?",0,False
@ImahImah-k3f,Kapala ppatk jangan di pecat santet aja biar perutnya penuh dengan rekening yg di blokir,0,False
@fathurwati8498,"Ajaran Timothy yang harus mendiamkan uang darurat, tidak berlaku ya. Nanti rekening nya gk bisa di tarik",0,False
@herup5509,Untung uang ane di bawah bantal !!😅,0,False
@aindahsari-s9l,Lebih ngeri juga bacotmu cok,0,False
@brianpradana5249,Rekening budi arie?,0,False
@asalaja9189,Negara yang pejabatnya paling anjin9 itu Abang 🤣🤣🤣,1,False
@WindraJaya-t7f,Aneh aneh😅,0,False
@acesuratman7302,Bodo amat mau dibekukan mau gak  bodo amat,0,False
@zainnuri1875,rakyat dirampok 😭,0,False
@fathurwati8498,"Harusnya ppatk mikir. Pelaku judol rekening nya aktif, karena seri g top up. Mikir gk sih ppatk? 😅😅😅",0,False
@aniani30,Otak babi kita gumpulin duit 3.Bln aja belum dapat karna ongkos /biaya hidup tdak sepadan..bikin gue mau nonjok aja..,0,False
@hartatijawa8831,"lebih baik tarik duit,menyelamatkan uang sendirilebih penting daripada jantungan denger dikit2 blokir.",0,False
@sugenghartono1180,"Daripada blokir rekening rakyat kecil, lebih baik PPATK blokir aja rekening pejabat negri konoha sini misalnya: rekening ketua & pengurus partai, anggota DPR, anggota MPR, rekening pejabat bea cukai, pejabat Polisi, rekening para Mentri, pejabat BPK, pejabat daerah, Kepala desa. Maka mata anda & petugas pajak akan terbelalak, masalahnya apakah ketua PPATK punya taring usut rekening orang-orang diatas??",1,False
@TheSailor-575,Pecat dan tangkap ketua PPATK...,0,False
@Akun-qf9bw,"Ppatk malas.cari orang yg salah.
Jngan tebang rata lahh.
Udah kya maling kita dinegara sndiri.
Pdhala kagak maling.sial.",0,False
@okikrisna8619,"Apa bedanya,, bulan puasa tapi nutup warteg,, seenak udelnya",0,False
@IIX-Stig,"Yaaaa gampang sebenernya sih....PPATK kan sekarang main hakim sendiri nih, padahal bukan kewenangan dia buat ketok palu.
Klo gitu rakyat boleh juga donk main hakim sendiri dengan membakar hangus seluruh kantor PPATK. 
Justifikasinya apa? gampang..! tinggal tulis aja ""PPATK telah merugikan rakyat"" selesai...",0,False
@almasseven5665,yg salah sekelompok semut yg dibakar sarangnya,0,False
@SatrioPinandito-pw9ni,Bukan cuma di indo TPI dunia bank kolab semua itu yg mereka tutupi tujuan mereka agar tidak Keos ujung ujungnya Keos juga,0,False
@zulian5762,"Ah yg bener transaksi judol turun? 😅 
Gua sih ketawa aja ya.....",0,False
@almasseven5665,"Maknya luncurkan satelit yg bisa mengakses all platform yg  dikehendaki, nggak mungkin gak bisa, kalau masih bocor pasti ada yg bisa menembus kekuatan pengendalian judol, soerti sekarang starlink masuk berapa satelit yg ada di udara angkasa NKRI!!!! #SatelitPalapa",0,False
@And-Stop,"Apakah Mungkin Pemerintah Sedang Mempersiapkan Strategi “Penyisiran Dana” Tak Bertuan?, 
Pemerintah Sedang Kekurangan Kas, Defisit APBN makin besar, Pembiayaan subsidi dan belanja sosial meningkat, Pembiayaan subsidi dan belanja sosial meningkat, Maka, dana tak bertuan di bank bisa jadi “target lunak” yang tidak menimbulkan perlawanan keras, dibanding pajak atau pencabutan subsidi

Pukul Rata Mengarah ke Penyaringan, 
Semua rekening dormant diblokir dulu tanpa beda-bedakan
Jika ada nasabah sah datang: dibuka kembali
Jika tidak ada yang klaim sampai jangka waktu tertentu (misal 2–5 tahun), uang bisa dianggap tak bertuan dan masuk ke kas negara

 Kondisi ini sangat mirip dengan konsep “escheat” di AS atau “unclaimed property laws” di negara lain",1,False
@dewiastiara4109,Tarik aja semu uang dari bank.. yakin bangkrut seluruh bank.. dan saya yakin uangnya tidak ada...,0,False
@Sigit-S57,PPATK kok kelakuanya gak beda dengan grombolan preman,0,False
@ahmadgunawan9914,"Pemerintah udah disusupi orang2 yg di ppatk, untuk buat Konoha hancur, penduduk nangis, alasan yg gak masuk akal, penjarakan pengambil putusan ppatk",0,False
@royarnold7826,Apakah kebijakan ini tidak melanggar hukum ??? Apakah ketua PPATK bisa mempertanggungjawabkan kebijakan yg telah terealisasi???,0,False
@bayuchennel8026,Padahal pemain judol tiap minggu top up. Dan mereka biasanya pake bank digital jarang pake bang konpensional.. seperti dana,0,False
@MANUSIAABADI-o3i,Mendekati kehancuran ekonomi . Burundi/Zimbabwe jilid 2,0,False
@petanidigital7330,"makasih bang bennix,,,, sudah menyuarakan aspirasi masyarakat yang di zalimi PPATK.",0,False
@pangeranurban9931,"Ini akibat buzzeris n termul di jadikan wamen ama komisaris..😂😂😂
PPATK melabtak smua UU, dy ga afa kewenangan,  ternyata maling teriak maling..
😂😂",0,False
@karnawan3552,SDM rendah gak BS analisis antem kromo kok jadi ppatk apa mungkin setelah analisis ternyata rek gendut pya  rekanan semua JD cari kambing hitam,0,False
@Yukimura99,"Solusinya tarik semua uang di bank dan beralih ke emas, biar mampus",0,False
@ANDRIYULIANTO-d1y,Kebijakan goblok,0,False
@pekalonganjitu1435,"tiap mau judol kan saat deposit ada nomor rekening yang tertera 
kenapa gk bekukan aja itu tiap rekening.
kalo bandarnya ganti rekening blokir lagi..
gitu aja terus pasti jera .
dan transaksinya di dalam rekening bandar itu pasti sangat banyak.
bekukan dan sita 😁",0,False
@Yukimura99,Kebijakan t0l0l didalam pemerintahan prabowo. Banyak pembantunya yang blunder.,0,False
@dewaelang2266,MEMANG OTAK BABI PPATK,0,False
@alizairi6219,Gak usah nabung beli emas saja beli tanah banyak aman kok,0,False
@Barokah-h9s,Tanah nganggur 2 tahun akan di sita oleh negara,0,True
@enggguh7722,pejabat makin semena mena ke rakyatnya. gila sih ini gilaaaaa,0,False
@Banana-sq1hl,BBRI turun 😂,0,False
@irvanrahmat3102,"Di daerah saya bank pada kualahan, karna banyak nasabah menarik uangnya dari rekening banknya",0,False
@AnandaInis,Pak Prabowo ke mana ya kita harus lapor Ama si apa,0,False
@daltonroopeacces,Karna pejabat2 negara ini BANCI2 yg berkedok semua om😊,0,False
@khenanproject4655,"Ibarat orang terlalu kecewa , lebih banyak diam lihat negara kaya gini 😢",0,False
@AnandaInis,Katanya wajib sekolah udah lulus cari kerja susah cari kerja susah baaang,0,False
@hazce8796,😂😂😂😂 benix !! apa kamu ketar ketir??. ..adakah kamu Masih percaya sama para pejabat konoha 😂😂😂😂😂,0,False
@denideni8880,yang transaksi judi online itu berararti aktif rekeningnya dan yg diblokir itu rekening gak aktif jadi ppatk itu tolol dan gk punya otak,0,False
@wafakurniadi690,uda gausah marah ben tarlg konoha bubar....uda waktunya ganti jaman,0,False
@muazz3041,Pertanyaannya kenapa gak situs judolnya aja yg ditutup?? Klau memang itu alasannya,0,False
@thomcat7218,Kalo ini gw setuju,0,False
@chandani_aurellia,"Bubarin aja dah gak guna ppatk ,klo masalah judol harus web nya di mampusin 😂😂",0,False
@zakiyah_maya,Yang naik kekursi pemerintahan banyaknya hewan ternak titipan. Sampai nggak mampu yang dilakukannya bahwa kebijakannya menghambat kehidupan hajat masyarakat.,0,False
@nursinsonysony6855,Itulah kejamnya penjahat ppatk.,0,False
@NabilaSaputra-y7s,saya yakin yg membuat kebijakan adalah orang yg dibayar oleh orang asing untuk membuat kegaduhan.....dan akan fatal kalo masyarakat menarik semua uang mereka dari bank..... perbankan Indonesia akan hancur,0,False
@sumarnosumarno5511,"Ppatk jahanam, saya korbanya.",0,False
@ketutariantaexisis1525,Klo seumpama banyak atm diblokir otomatis cuan😂,0,False
@kaizen937,"Bekukan judol ❎
Bekukan Bank ✅ 
Mantap kali .....Belum gi tanah & warisan nganggur  pun kena juga , sungguh aneh negara ini 😢",0,False
@MRreyou,"Yang berbahaya kalo Masyarakat sudah tidak percaya dan takut sengan perbankan Indonesia, mereka akan menarik uang mereka secara bersama-sama. Dan kalo itu terjadi BS tebak sendiri kelanjutannya seperti apa.",0,False
@VivoV50lite-v4d,"PPATK otak korupsi... 
Tolol goblok tai..... 
Uang tabungan buat umrah bpk gw dibekukan.... 
Tolol babi",1,False
@meldyfauzi9542,"Ujungnya orang yg ke blokir bakal pakai pinjol karena dana daruratnya ke blokir,bisa masif pemakai pinjol karena kelakuan ppatk ini",0,False
@dvdrivaldi,"7:58 wkek2k2k2k2kwk2k2kkewkwkwk DIFOKUSKAN KEREKENING TERTENTU AJAAA HAHA LAGI MIMPI APA BANG?

GA BAKALAN BISA ORANG APLIKASI DI BANK NYA GA SANGGUP NYORTIR BERDASAR AKUN TERTENTU🤣 SANGGUPNYA NYORTIR BERDASAR SEMUA AKUN TANPA TOLERANSI 😁",0,False
@slametariyadi8078,Menurut saya sebaiknya Menkeu aktif bikin pendidikan financial di desa desa dan daerah yang di punya transaksi paling banyak di judol,0,False
@Cintalamaa,Biang kerok itu ketua PPATK. Buat kali yang jalan kalo ketua PPATK Lewat tolong tempeleng kepalanha,0,False
@Jollypandahere,"Judi online memang bangsat,ajing, setan,babi termasuk yg main",1,False
@antopofebi2198,"jujur ini menyusahkan saya sebagai seorang tkl,
saya cuman mau nyimpen buat nabung dan saya pun memang cuman isi rekening dan jarang sekali transaksi.ketika di bekukan cara benerinnya ribet banget,apalagi saya tdk di negara indonesiaraya.
ini baru saya,belum beribu teman"" yg ada di luar.
kita sebagai penyumbang devisa terbesar di negara indonesiaraya jelas merasa terdzolimi.
tolong bang bantu sampaikan pada pembuat sistem bobrok ini.",0,False
@crazynotstupid1715,"Bubarkan, pecat ,usut dan penjarakan",0,False
@despic_crash,Sama kaya opini saja kak,0,False
@MtaftaZani,"PPATK lagi butuh duit,,,",0,False
@Adiismanto-r5y,"klo judi online... pasti rekening nya aktiv terus
ini knpa yg dormant yg di blokir",0,False
@henki5996,Segera RUSH seluruh tabungan di semua Bank,0,False
@kenwiyono4105,Kalo pejabatnya pinter ya judolnya dong yg stop,0,False
@bejo.banget,"misal ada uang direkening bank beberapa ratus jt, terus seminggu sekali tarik 1juta besoknya setor lagi 1juta, gitu aman gak? yg penting kan ada kegiatan ya?, bener gak sih?",0,False
@AhmadZen-y4w,"Anak buah pak prabowo gak berbonot nih Kepala PPATK, pecat aja nyusahin rakyat melanggar HAM dgn cara membekukan rekening rakyat.",0,False
@biantoroart2834,Biadab,0,False
@biantoroart2834,Biarin aj sih rekening kosong atau ga,0,False
@Adiismanto-r5y,"top up bisa.. tarik tunai gk bisa
mode rungkad...",0,False
@NL711-x2p,"🗣️ : PPATK GARONG UANG RAKYAT TANPA PEMBUKTIAN SECARA HUKUM. 
🗣️ : PPATK WAJIB MENJAWAB KEPADA RAKYAT SECARA HUKUM, TINDAKAN EKSEKUTOR BERUPA PEMBLOKIRAN REKENING MASYARAKAT YANG DILAKUKAN TANPA ADA PEMBUKTIAN SECARA HUKUM.",0,False
@dionerawanusman1969,"MERAMPOK MERAMPAS ASET REKENING PRIBADI RAKYAT INDONESIA DENGAN BLOKIR BIKIN ATURAN KONYOL SENDIRI PPATK SUDAH KETERLALUAN GAK PUNYA OTAK, PPATK MALAH CENGAR CENGIR LINDUNGI KORUPTOR NYOLONG UANG RAKYAT INDONESIA",0,False
@dvdrivaldi,"Bakar aja gedung PUSAT DPR nya, Apa artinya wakilrakyat 😁 supaya rakyat ga boleh KAYARAYA agar banyak pekerja buruh😎",0,False
@BangkuMerah-s7w,"Banyak banget dan bahkan sangat banyak situs yg promo di medsos bahkan di komentar"" Group jual beli barang apapun pasti ada yg promosi situs judi online .... 
Lanhkah 1 daftar ajh dam login lalu klik deposit , disitu tertera jelas no rek dan atas nama penerima dana deposit kenapa tidak rekening"" Itu yg diutamakan yg di blokir 
Itu tepat sasaran kan karna jelas req tersebut ada di situs 
Langkah 2 telusuri dana tersebut yg sudah terkumpul hasil deposit dikirimkan ke rekening siapa , kam ppatk punya hak menelusuri itu 
Lakukan saja langkah 1 dan 2 secara berulang , karna lebih tepat sasaran
Itu sih kata  saran teman saya yg  baru kelas 7 
Klo emang berguna angkat saja teman saya jadi anggota pemberantasan judol katany",0,False
@SlametNursanto-l9e,Nt BS negara koleb klu rakyat m engambil semua......,0,False
@hdshoes8794,PPATK bangsatttt.....negara ini butuh revolusi reformasi!!!!,0,False
@edddy3254,Analisisnya dan kajiannya gk ada studi😂😂😂😂😂 otak udang kurang tenses,0,False
@edddy3254,"Kan kita dah tau dan bukan rahasia lg klo pejabat kazakhstan emng goblokkk
Mkin ksini kok peraturan dan kbijakan jadi penghambat dan bkin mslh aja perasaan…,
Emng konyollll",0,False
@KamulyaNadi,Ppatk pemalas .....pecat aja klo ga mau kerja..gugat aja..ppatk seenak udel,0,False
@bambangwahyudi5720,Tergantung kepala ularnya bang... Kalo kepalanya koplak maka seluruh tubuhnya ikut koplak,0,False
@vica9150,TUNTUT PPATK...,0,False
@hendrixady7693,"om ben judol turun 70% bukan karena rekening di blokir, tp emg kondisi ekonomi di bawah sangat sulit, kaum menengah bawah sudah kelojotan dan gak bisa pada depo judol lagi om, dan itu fakta di lapangan om",0,False
@kunkodi4409,"Ambyar....

PPATK NGAMPLONG DUNGU DAN TOLOL. 

Kebijakan ini sdh banyak merugikan nasabah dan rakyat.
Maka pembuat kebijakan harus di periksa dan di adili karena telah melanggar ham yg sdh terjadi pemblokiran tanpa alasan yg jls. tk bs hanya dgn dalih koplak gt  lalu  main serampangan asal blokir kena semua. Sdh jls kriminal dan melanggar ham berat. 

Masalah kejahatan finansial  itu ,harus di periksa satu2 tak main serampangan main tutup rekening2 yg tak berkaitan.
Lalu klau nasabah baik ter block rekeningnya mengaktifkannya repot lg nasabah hrs byr biaya ini dan itu adm dll. Tambah hilangnya waktu. 

Jgn begitu doong. 
KOMNAS HAM hrs bergerak dan 
Tangkap yg berkaitan dan adili para pembuat k3bijakan itu dan sdh  salah sasaran itu.",0,False
@arboet9248,Jd apa jasa Wowo buat negeri ini?? Faktanya pungutan pajak yg gak ngotak & tingkah PPATK semua adalah perintah si Wowo...,0,False
@Eya929,Pejabat bodoh di pelihara.bikin rusak negara.,0,False
@danRelaxa,"Ketua PPATK harus dipecat,memalukan bapak presiden,sehingga kesannya bapak presiden mempersulit rakyat,dan kalau perlu di periksa sekalian karena kekayaannya meningkat drastis.",0,False
@vinzchanel3532,aturan tolol..😅,0,False
@syahruldj4267,nama nya jg tabungan. salah satu cirinya jarang dipake. sama ky celengan. dibobok paling klo udah beberapa tahun. emang dungu bener yg bikin aturan. ntar klo rakyat makan tabungan salah. tabungan gak dipake salah,0,False
@Obstackle7153,Soalnya yg gede2 pd kuat bayar bang 😢,0,False
@tryawan_D,Ini bakal terpengaruh terhadap RDN gak om ben apa lagi untuk infestor yg jarang melakukan jual beli saham,0,False
@NurHayati-ei5dw,ppatknya  bikin  kebijakan ga pake otak,0,False
@shofyanhadi1433,Tolak payment ID !!!!,0,False
@yadiajah5674,1* minyak goreng 2* gas rumah tangga 3 pebekukan perbangkan 4* apa lagi,0,False
@DarkMagician-d5i,Kedunguan instansi2 di diperlihatkan satu persatu. Next siapa ya.,0,False
@hedi2479,BA Mantan Menkominfonya aja masih aman masalah Judol ini malah rakyat yang disangkakan,0,False
@riki_stw01,"Negara yg buat rekening buat warga nabung dan teransaksi,tapi negara juga yg blokir rekening ketika warga pada nabung kesitu,ini negara kayak admin judol,ketika pemain nabung banyak dan jp akun nya di blokir😂😂😂😂 mungkin lagi kebelet korps😂😂😂😂",0,False
@diyandiyyan5976,SMG para pejabat serakah cepat di makan alam amin,0,False
@nauratube2004,"Jika masalahnya judol. 
Itu tugas Komdigi untuk memblokir link atau web.. 

Pertanyaanya,, ppatk boleh gg d tuntut ganti rugi. Jgnkan memblokir rekening.. Memberi Informasi data nasabah saja sudah melanggar hukum",0,False
@ModbOros,anda memang hebat coba naikan laporan ke pengadilan sebagai contoh untuk sesama rakyat negara indonesia,0,False
@JarwoKuat-c6j,"Saya lagi kerja di luar negri, tapi rekening buat saya kirim ke kampung malah kena blokir,padahal itu pakai nama akun saya sendiri, bang.   
klo mau urus,harus pulang kampung dulu ,!!
Kan anjing banget itu PPTK,",0,False
@ArsyilMuhammad-x9y,Di rampok  wang kita tidak lansung,0,False
@SlametNursanto-l9e,Setuju ppatk dibubarkan.....gak  mihak ke rakyat kecil.,0,False
@bennysoekimin2380,"Astagfirullahakadhiim....! Kepala PPATK  orang gila...!! Kenapa uang Korupsi yg "" TRILIYUNAN "" berseliweran dan bisa di pantau oleh PPATK  di biarin aja....!! Yang rakyat yg hanya sedikit nilainya sekedar utk nabung malah di sita...! Alias di blokir.....!!! 😃😃😃😃😭😭😭👎👎👎",0,False
@ArsyilMuhammad-x9y,"Saya buka Rek kata pagawai nya klu tidak di isi selama 14 hari , tidak di aktif kan.",0,False
@AbdulHamid-ds8py,Lha katanya keputusan itu sdh di setujui prabowo.... Hahahahaaa.... Jd yg di korban kan siapa nih??? Ketua ppatk kah atau rakyat??? Agar si wowo jd pahlwan kesiangan???😂😂😂😂,0,False
@alifbramalik3542,"Orang main judol biarinlah, orang itu duitnya sendiri, maw jatuh miskin kek itu urusanya, lahh ini koruptor berkeliaran, bergerombol, berjamaah malah dilindungi?  Kacaw dah negeriku",0,False
@MHaad-ke2kl,Kebijakan PPATK hanyalah pengalihan korup dibadan Pemerintahan.. Rakyat yang dicecar tapi Pejabat dan Staff tpemerintahan tidak dicek Transaksinya..,0,False
@RASKLRAMADA_ABIDIN,"untuk yg rekeningnya belum diblokir mari kita tarik dana semua kita nabung emas saja. saya sudah mulai melakukannya uang cadangan pendidikan sudah saya tarik semua dan saya belikan emas memang ada resiko kalau baru beli terus langsung jual lagi ada kerugian disitu, tapi kalau jangka panjang pasti lebih menguntungkan dari pada disimpan di bank atau ikut asuransi selain itu emas mudah untuk kita cairkan dalam waktu singkat. biarlah pejabat konoha sedang menunjukkan kualitasnya 🤭🤭🤭 biarkelihatan hebat eh malah bikin mules",0,False
@hasbiunix2242,"karena indonesia mau bikin sistem macem korut bang, kwkwk",0,False
@SuwarnoSuwarno-w9y,DPR kalo masih aktif segera di bantu rakyatnya dong,0,False
@erictan9322,"Kalau masyarakat takut nabung d bank, apakah bank punya cukup cashflow utk hidup dan memberi kredit?",0,False
@julakagoeschannel,"Budi arie tuh tangkap, malah dibiarkan, maka nya judol nga hilang",1,False
@NgakakBarengYukss,"Negara ini kacau karna islam🤣🤣
 terlalu banyak pemimpi islam sampai negara ini kacau 🤣🤣",0,False
@rojopitik8,Indonesia bener2 bisa bubar di tangan prabowo. Sesuai ucapanya,0,False
@endangkosasih582,Makin bnyak lelucon kenapa?apakah kehabisan pemikir pembuat ide dra😇,0,False
@adrian-2783,"B4n654t emang, makin tolol aj pejabat konoha. Bikin susah rakyat kecil. Ketauan kaga mo kerja (males) semua dipukul rata. Kalo loe beneran kerja, lo blokir rek yg jelas2 dipake judol atau pencucian uang, bukan rek yg ga aktif. Goblok koq dipelihara, kambing pelihara biar gemuk.",0,False
@mochamadbasyarudinhuda4149,"Kalau rekening KORUPTOR dan Pengedar NARKOBA, JUDOL HARUS DIBLOKIR",0,False
@bocahwringinharjo2714,Poesat Pelaporan!,0,False
@MuhtaromTarom-g4d,"Masih goblok PPATK, bang benix suruh scool LG itu org"" itu....",1,False
@Silviaalauren,bank run yukkk; biar saham pada jeblok kita bisa rame2 serok bawahhh,0,False
@SlametNursanto-l9e,Betul dan se 7......gan.,0,False
@AliceDjp,PPATK itu anjing !,0,False
@SUWANDONO-b4v,Betul keputusan yg biadap,0,False
@mumahedisfalah,"mas ben coba selidiki rek pesanan ada soalnya yang jual itu di facebook, rek bisa di pesan nama, gender dan umur ada mainan ordal ini",0,False
@asepaandarsana6104,Pejabat tai... Merusak rakyat,0,False
@LekMan-j9s,Ayo rame tangkap pinpinan ppatk karungian bikin susah rakyat,0,False
@kikiqiqio1297,"Apakah bs jd pemerintah sebenarnya fokus kepada rekening² yg pemiliknya sudah meninggal, yg mengendap di bank dlm negri dan tidak bisa di proses tarik oleh keluarga atau kolega si pemilik rekening tersebut?
Kn banyak tuh yg meninggal karena covid, kecelakaan pesawat, dll.. itu kn mengendap di bank dan bs jd prosesnya sulit untuk ditarik keluarga ato kerabat yg msh hidup.. pakai alasan semua rekening untuk kamuflase.. apakah begitu ya??",0,False
@sugiartisoebagyo1236,Super dzolim,0,False
@arifinsahputa8543,PPATK coba belajar lagi klo sampe bank run indonesia bisa runtuh,0,False
@hmm...6872,"Bisa jadi, kepala PPATK jadi tumbal. Nah pemblokiran uang  tabungan utk bayar jajan presiden dan menteri. Sekalian menutupi uang yg dikorupsi pejabat😅",0,False
@AatSyatri761-mb5gt,"Ud lebih dari 10 th Indonesia ini dipimpin para bajingan yg cuma bisa bikin rakyat nya susah , alasan modus blokir utk lindungi rakyat padahal kerja lu pake akal bangsat , bekuin tu duit koruptor   keluarga mulyono , brani ga lu , bkn rakyt kecil
Tanah nganggur 2 thn disita negara , emang bangu rumah ga perlu modal , mungkin mereka cuma bisa nabung 1 thn sekali klw dpt bonus atau THR  dr pekerjaannya dan itu nabung bikin rmahnya butuh waktu ber tahun2",0,False
@riokocikane9123,Dari mana rekening para penjudol itu dormand secara orang penjudol itu setiap jam bakal transaksi bg benix aneh tu isi kepala sibotak bikin aturan sekarang orang ramai2 narik uang dari bank dan ya sudahlah hancur sudah#bennix,0,False
@suryantocianjur8207,takut  info AI,0,False
@ketutsunarta7324,"keliatan simple? nope, ini akan membuat banyak orang menarik dana mereka di Bank secara bersamaan, tau kan kemana ujungnya?",0,False
@Almeer193,Kita tarik semua uang di bank secara serentak. Biar ancur sekalian.,0,False
@ngajulegend1242,"Komdigi gak kerja , kalau kerja semua kegiatan di web judi online bisa di matikan",0,False
@naluribunda3395,Di Taiwan juga sama lagi memperketat /bersih-bersih dengan alasan karna banyaknya penipuan dan lainnya  tapi mereka membekukan rekening dengan transaksi mencurigakan tidak asal membekukan.,0,False
@agunglistianto3914,"UANG KORUPTOR PADA DIKEMANAIN??? MENDING ITU AJA YG PPATK ANALISA, ITU YG UDAH BENER2 KEJAHATAN !!!",0,False
@kalkal5464,"Judi On9 acc banknya mestilah OVERactive! Walau apa alasannya, 😬🙃..Bodohhh amat pikirannya..😤😤, Jgn diPijak HAK2 Asasi Rakyat! 😟.Presiden Tidur, otak slow..😩, Takut Rakyat Kabur! Target Blockir, TKW, TKI, pekerja luarNegri..tu..😮😂",0,False
@nidavelir,"Woy BENIX PENJILAT PANTAT REZIM...

Uda tau blm lu kalo negara lain yg bahkan gak bikin ""deal"" dgn amerika dpt taruf 15%??

Lebih rendah dr endonesa yg katanya presidennya jenius? HAHAHAHA...

UDA JUAL NEGARA TARIF MASIH KALAH SAMA YG GAK NEGOOO.. GGGGUUUUOOOOBBBLLLOOOOGGGGGGHHHHH !!!!!!!!!!!!!!!

Gmana ben rasanya jilat pantat brabowo??

Jangan lupa  sekalian MAKAN TAIIINYAAA BENNN . 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",0,False
@nidavelir,"Woy BENIX PENJILAT PANTAT REZIM...

Uda tau blm lu kalo negara lain yg bahkan gak bikin ""deal"" dgn amerika dpt taruf 15%??

Lebih rendah dr endonesa yg katanya presidennya jenius? HAHAHAHA...

UDA JUAL NEGARA TARIF MASIH KALAH SAMA YG GAK NEGOOO.. GGGGUUUUOOOOBBBLLLOOOOGGGGGGHHHHH !!!!!!!!!!!!!!!

Gmana ben rasanya jilat pantat brabowo??

Jangan lupa  sekalian MAKAN TAIIINYAAA BENNN . 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",0,False
@nidavelir,"Woy BENIX PENJILAT PANTAT REZIM...

Uda tau blm lu kalo negara lain yg bahkan gak bikin ""deal"" dgn amerika dpt taruf 15%??

Lebih rendah dr endonesa yg katanya presidennya jenius? HAHAHAHA...

UDA JUAL NEGARA TARIF MASIH KALAH SAMA YG GAK NEGOOO.. GGGGUUUUOOOOBBBLLLOOOOGGGGGGHHHHH !!!!!!!!!!!!!!!

Gmana ben rasanya jilat pantat brabowo??

Jangan lupa  sekalian MAKAN TAIIINYAAA BENNN . 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",0,False
@nidavelir,"Woy BENIX PENJILAT PANTAT REZIM...

Uda tau blm lu kalo negara lain yg bahkan gak bikin ""deal"" dgn amerika dpt taruf 15%??

Lebih rendah dr endonesa yg katanya presidennya jenius? HAHAHAHA...

UDA JUAL NEGARA TARIF MASIH KALAH SAMA YG GAK NEGOOO.. GGGGUUUUOOOOBBBLLLOOOOGGGGGGHHHHH !!!!!!!!!!!!!!!

Gmana ben rasanya jilat pantat brabowo??

Jangan lupa  sekalian MAKAN TAIIINYAAA BENNN . 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",0,False
@MASMAS-qu8jc,"Intinya gini bray...

1. Rusuh Gas (Bahlil), isu ijasah palsu
2. Rusuh Pulau ( Tito) , gara gara isu Ijasah Palsu
3. Rusuh Rekening (Sri Mulyani ), isu ijasah palsu + tom lembong dibebaskan + amnesti Sekjen PDIP



Hayo tebak... Mentri mentri nya siapa? Siapa yang dibelakang? Itu yang nyuruh di belakang siapa bekingannya ?😂😂😂😂",0,False
@nidavelir,"Woy BENIX PENJILAT PANTAT REZIM...

Uda tau blm lu kalo negara lain yg bahkan gak bikin ""deal"" dgn amerika dpt taruf 15%??

Lebih rendah dr endonesa yg katanya presidennya jenius? HAHAHAHA...

UDA JUAL NEGARA TARIF MASIH KALAH SAMA YG GAK NEGOOO.. GGGGUUUUOOOOBBBLLLOOOOGGGGGGHHHHH !!!!!!!!!!!!!!!

Gmana ben rasanya jilat pantat brabowo??

Jangan lupa  sekalian MAKAN TAIIINYAAA BENNN . 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",0,False
